dataset,cell,window,run_id,run_short,protocol,parameter_match_grade,parameter,delta,n_points,coverage_fraction,response_rms_mV,cosine_alignment,projection_fraction,affine_r2,response_bias_mV,centered_response_rms_mV,high_current_response_ratio,high_transition_response_ratio,late_progress_response_ratio,residual_RMSE_mV,residual_Bias_mV,residual_std_mV
calce_20r,2,DST_80SOC,calce_20r/2/DST_80SOC,20R DST80,DST,B,Dsp,0.2,2000,1.0,11.202596274457383,0.9539547895593792,0.9100297405232793,0.1393273974486513,10.868692532672823,2.714716544817971,1.148556330064488,1.190173105154285,1.1570053387428403,275.5686436396226,263.4082594649607,80.95780507783844
calce_20r,2,DST_80SOC,calce_20r/2/DST_80SOC,20R DST80,DST,B,j0n,0.2,2000,1.0,17.766301006412395,0.6798291901842262,0.46216772782654053,0.3287242767894726,10.054524099697352,14.647457000416663,1.480694244519136,1.5478921415609441,0.9799939871326677,275.5686436396226,263.4082594649607,80.95780507783844
calce_20r,2,DST_80SOC,calce_20r/2/DST_80SOC,20R DST80,DST,B,j0p,0.2,2000,1.0,2.99862487135529,0.6303439293527081,0.39733346927181185,0.38717657181085996,1.4785161910707383,2.6087815147789217,1.5535780485351482,1.773551524825689,1.0026987656395752,275.5686436396226,263.4082594649607,80.95780507783844
calce_20r,2,DST_80SOC,calce_20r/2/DST_80SOC,20R DST80,DST,B,De,0.2,2000,1.0,3.769661687471358,0.8010540412353204,0.6416875769794383,0.00447444626405713,3.200071603461419,1.9924585242130575,1.3124256159649312,1.608802384147916,0.9606327720756594,275.5686436396226,263.4082594649607,80.95780507783844
calce_20r,2,DST_80SOC,calce_20r/2/DST_80SOC,20R DST80,DST,B,kappa_e,0.2,2000,1.0,4.609162808803049,0.6316226635787975,0.3989471891463747,0.38698277967991335,2.279748052251863,4.005886994949689,1.5510119976275842,1.7991355569774072,1.002157260031598,275.5686436396226,263.4082594649607,80.95780507783844
calce_20r,2,DST_80SOC,calce_20r/2/DST_80SOC,20R DST80,DST,B,Rn,0.2,2000,1.0,17.71863566476582,-0.6929667953393363,0.4802029794428694,0.3376943271739341,-10.26593330845594,14.441629517718773,1.4823262413592975,1.5249683909321763,0.9592825527987497,275.5686436396226,263.4082594649607,80.95780507783844
calce_20r,2,DST_80SOC,calce_20r/2/DST_80SOC,20R DST80,DST,B,Rp,0.2,2000,1.0,23.138941274687525,-0.9657126866511359,0.932600993158955,0.3241051062642125,-22.29146656088929,6.204927225857893,1.1895290223154527,1.1581480715011585,1.1449304647317073,275.5686436396226,263.4082594649607,80.95780507783844
calce_20r,2,DST_80SOC,calce_20r/2/DST_80SOC,20R DST80,DST,B,brug_e,0.2,2000,1.0,12.473825254572537,-0.8649380725566826,0.7481178693580691,0.32499559976034564,-9.974832074941085,7.489929342679954,1.4437003326737934,1.4120868518673149,0.9832747499184415,275.5686436396226,263.4082594649607,80.95780507783844
calce_a123,007,DST,calce_a123/007/DST,A123 007,DST,B,Dsn,0.2,2000,1.0,6.047272610783346,0.23738323465858757,0.056350800096974074,0.007644358646985094,3.154858480448724,5.159105930049431,1.1272999154707817,1.1361496863117917,0.12627106333041344,199.6863486770989,114.2743909664922,163.75592025093076
calce_a123,007,DST,calce_a123/007/DST,A123 007,DST,B,Dsp,0.2,2000,1.0,2.0316248526819853,0.07974965226226587,0.006360007035952329,0.003036632262690131,0.43974831141424864,1.983461863672558,1.1658970432849616,1.0865413775451205,0.01653959219919532,199.6863486770989,114.2743909664922,163.75592025093076
calce_a123,007,DST,calce_a123/007/DST,A123 007,DST,B,j0n,0.2,2000,1.0,22.15527006261198,0.7839336643923382,0.6145519901675992,0.4627526898150407,12.554975398774753,18.25454968722678,1.4543246196042168,1.3193646655694375,0.9770203960478654,199.6863486770989,114.2743909664922,163.75592025093076
calce_a123,007,DST,calce_a123/007/DST,A123 007,DST,B,j0p,0.2,2000,1.0,0.5611568946058274,0.717015947240942,0.5141118685978255,0.3892226520683063,0.2572110980426745,0.4987379185577706,1.5443712736717856,1.574848122755801,0.6456352005977666,199.6863486770989,114.2743909664922,163.75592025093076
calce_a123,007,DST,calce_a123/007/DST,A123 007,DST,B,De,0.2,2000,1.0,0.6989961284056466,0.4246339006960789,0.18031394962036743,0.0013715728478218558,0.4923341118386327,0.4961881798734711,1.5284293029671134,1.7993812837991967,1.0111714183192686,199.6863486770989,114.2743909664922,163.75592025093076
calce_a123,007,DST,calce_a123/007/DST,A123 007,DST,B,kappa_e,0.2,2000,1.0,0.7342740423223993,0.8146098012857638,0.6635891283508316,0.5599564612909392,0.3574169021214674,0.6414136943551876,1.5565088853703317,1.5858135100513648,1.0012354875475717,199.6863486770989,114.2743909664922,163.75592025093076
calce_a123,007,DST,calce_a123/007/DST,A123 007,DST,B,Rn,0.2,2000,1.0,27.14929820144494,-0.7284004174566479,0.5305671681510189,0.3203296395554839,-18.265482654592283,20.0862275259883,1.3673097355916612,1.1455912211754005,0.8147317033284137,199.6863486770989,114.2743909664922,163.75592025093076
calce_a123,007,DST,calce_a123/007/DST,A123 007,DST,B,Rp,0.2,2000,1.0,4.124090047840512,-0.16780235154835968,0.02815762918515929,0.0005974545978307821,-1.0697673263615197,3.982928142729477,1.1886919799524276,1.0746493134096937,0.09497331640931563,199.6863486770989,114.2743909664922,163.75592025093076
calce_a123,007,DST,calce_a123/007/DST,A123 007,DST,B,brug_e,0.2,2000,1.0,1.4791297091484563,-0.7691185342641821,0.5915433197486839,0.3931005049630485,-1.0772788798405886,1.01355557890774,1.5215647890473312,1.3685402438601522,1.0092253838487784,199.6863486770989,114.2743909664922,163.75592025093076
calce_a123,008,DST,calce_a123/008/DST,A123 008,DST,B,Dsn,0.2,2000,1.0,5.972094013932814,0.24743064640028295,0.061221924778061834,0.004315484126224289,3.1020103873004974,5.103277228245785,1.1280451703219525,1.1324878804281437,0.11860639823034372,211.57616279527298,119.64542964190305,174.49769003908412
calce_a123,008,DST,calce_a123/008/DST,A123 008,DST,B,Dsp,0.2,2000,1.0,2.0497852325853536,0.0937246504187272,0.008784310096112621,0.0014438754087996442,0.45054804556038275,1.99965646008676,1.1999608802509603,1.0032572762568626,0.01675443402745956,211.57616279527298,119.64542964190305,174.49769003908412
calce_a123,008,DST,calce_a123/008/DST,A123 008,DST,B,j0n,0.2,2000,1.0,22.220701393608625,0.8755068901758944,0.7665123147454657,0.6676876030001959,12.545084535124355,18.34067677133273,1.4487196295185751,1.3291687292178573,0.9792709624466239,211.57616279527298,119.64542964190305,174.49769003908412
calce_a123,008,DST,calce_a123/008/DST,A123 008,DST,B,j0p,0.2,2000,1.0,0.5623626031033646,0.8267089749212957,0.6834477292154193,0.5991017261739497,0.2581109588747854,0.4996302935951054,1.5416984948817738,1.6018807517089835,0.653255067562854,211.57616279527298,119.64542964190305,174.49769003908412
calce_a123,008,DST,calce_a123/008/DST,A123 008,DST,B,De,0.2,2000,1.0,0.6947748319697578,0.40435358950893024,0.16350182534875649,0.00010476411906545913,0.48943233648641393,0.49312073079526364,1.4793151923707593,1.8003107548303903,1.0025961813415503,211.57616279527298,119.64542964190305,174.49769003908412
calce_a123,008,DST,calce_a123/008/DST,A123 008,DST,B,kappa_e,0.2,2000,1.0,0.7298148588781758,0.9229174923724615,0.8517766977270724,0.8090652543926392,0.3534676898856959,0.6385063198169937,1.5500584779765836,1.6168371375680382,1.008831061978676,211.57616279527298,119.64542964190305,174.49769003908412
calce_a123,008,DST,calce_a123/008/DST,A123 008,DST,B,Rn,0.2,2000,1.0,27.074290018780488,-0.8093708243062312,0.655081131238148,0.49430015308397923,-18.157912129837257,20.08251495968933,1.393204167711634,1.1532748578818428,0.8195544996798453,211.57616279527298,119.64542964190305,174.49769003908412
calce_a123,008,DST,calce_a123/008/DST,A123 008,DST,B,Rp,0.2,2000,1.0,4.154485857563751,-0.19500447623984066,0.03802674575357458,0.0034332368213302322,-1.090034868675074,4.008937106736613,1.2332492825374501,0.994086095623102,0.09562325841245958,211.57616279527298,119.64542964190305,174.49769003908412
calce_a123,008,DST,calce_a123/008/DST,A123 008,DST,B,brug_e,0.2,2000,1.0,1.4660413150454576,-0.827889768633479,0.6854014690079955,0.5419602340367148,-1.0681878416529926,1.0041174594463218,1.525296556031398,1.3859901373057497,1.0056779370385875,211.57616279527298,119.64542964190305,174.49769003908412
calce_cs2,33,C0p5,calce_cs2/33/C0p5,CS2 33 0p5C,CC,B,Dsn,0.2,760,1.0,0.06012961074144867,0.7780994948448383,0.6054388238777926,0.23904252247234126,0.057594582622738054,0.01727524646512285,0.943709373697792,1.031788055473395,0.5820207343961865,200.36521775876244,176.636578432364,94.58192029782234
calce_cs2,33,C0p5,calce_cs2/33/C0p5,CS2 33 0p5C,CC,B,Dsp,0.2,760,1.0,1.445311405696585,0.7157670896626311,0.5123225266441132,0.23522528255988395,1.32400117139361,0.5796084519613109,0.8928502269831495,1.0783925581297247,0.5186486854332305,200.36521775876244,176.636578432364,94.58192029782234
calce_cs2,33,C0p5,calce_cs2/33/C0p5,CS2 33 0p5C,CC,B,j0n,0.2,760,1.0,1.7125674860093598,0.8595952603525343,0.7389040116205413,0.10997350983228471,1.7026131916703393,0.18437926588030074,0.9717771346675418,1.0164163605156427,0.9411156964569474,200.36521775876244,176.636578432364,94.58192029782234
calce_cs2,33,C0p5,calce_cs2/33/C0p5,CS2 33 0p5C,CC,B,j0p,0.2,760,1.0,2.0210118191238498,0.8915230720949741,0.7948133880776603,0.43870152100808335,2.019884445235966,0.06749519191829086,1.003360803777384,0.999418399461699,1.0570566276882924,200.36521775876244,176.636578432364,94.58192029782234
calce_cs2,33,C0p5,calce_cs2/33/C0p5,CS2 33 0p5C,CC,B,De,0.2,760,1.0,5.293952535705364,0.8848012674537791,0.7828732828878139,0.026082518903920437,5.268499144321575,0.5185076822806657,1.006782416070385,0.9912184056186145,1.0121020944739576,200.36521775876244,176.636578432364,94.58192029782234
calce_cs2,33,C0p5,calce_cs2/33/C0p5,CS2 33 0p5C,CC,B,kappa_e,0.2,760,1.0,8.552866292979582,0.8815791829930533,0.7771818558866992,0.003958436201522919,8.552866110180366,0.0017683083598188844,1.0001939685085124,0.999971194313298,1.000021620259721,200.36521775876244,176.636578432364,94.58192029782234
calce_cs2,33,C0p5,calce_cs2/33/C0p5,CS2 33 0p5C,CC,B,Rn,0.2,760,1.0,1.7569245306632888,-0.8555356779332534,0.7319412962167113,0.13598473951750367,-1.745142611160839,0.20312821851516719,0.9699424913162978,1.0175611623776286,0.9189224500228573,200.36521775876244,176.636578432364,94.58192029782234
calce_cs2,33,C0p5,calce_cs2/33/C0p5,CS2 33 0p5C,CC,B,Rp,0.2,760,1.0,4.607327906729853,-0.8065720509109804,0.6505584733107455,0.21576719231614538,-4.4814224619435485,1.0697304135713392,0.9418239792153191,1.042878308501954,0.75709362892265,200.36521775876244,176.636578432364,94.58192029782234
calce_cs2,33,C0p5,calce_cs2/33/C0p5,CS2 33 0p5C,CC,B,brug_e,0.2,760,1.0,49.8246276099484,-0.8843197573516891,0.7820214332425501,0.03256439784974263,-49.782922610829594,2.038168980772666,1.0043511898626667,0.9956652149861616,1.0071762643128979,200.36521775876244,176.636578432364,94.58192029782234
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,Dsn,0.2,284,1.0,23.01178338088808,0.9337584176505584,0.8719047825332747,0.9371384717810373,11.8921831259418,19.70071457759799,1.0843005559141097,2.2029694338392276,1.7592924854711565,123.88059325590942,93.49016319896074,81.27724632680267
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,Dsp,0.2,284,1.0,39.38772576553885,0.6795495040781314,0.4617875284928343,0.028133794199399764,37.30815997443483,12.629098950569338,0.9859254275771914,0.7746181020845454,0.7924435215768924,123.88059325590942,93.49016319896074,81.27724632680267
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,j0n,0.2,284,1.0,39.59834524781916,0.7924119561537853,0.6279167082554687,0.45096379019569466,39.426450839075265,3.685637068332135,1.012366589369165,1.1350792571815622,1.1004450148926956,123.88059325590942,93.49016319896074,81.27724632680267
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,j0p,0.2,284,1.0,8.004887586370474,0.821986330226343,0.6756615270789709,0.7548797689557514,7.937832784056692,1.033941953294724,1.0157082693379595,1.1786138909125914,1.166239533468384,123.88059325590942,93.49016319896074,81.27724632680267
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,De,0.2,284,1.0,14.858225569419306,0.756673053516343,0.5725541099177464,0.00989165878861431,14.727298080674911,1.9681357460029687,0.9973967495626332,0.9360586246716986,0.9951694629339007,123.88059325590942,93.49016319896074,81.27724632680267
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,kappa_e,0.2,284,1.0,10.569756031895654,0.7546822052886856,0.5695452309793939,0.001852439902747971,10.569755988635778,0.0009562910856678082,1.0000663573388566,1.0000221640471374,1.000010040499817,123.88059325590942,93.49016319896074,81.27724632680267
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,Rn,0.2,284,1.0,73.99249215015033,-0.9761437671634196,0.9528566541719921,0.9159791130415682,-61.604149918347794,40.98557804188914,1.061451885931556,1.8718664248072485,1.5871141494551229,123.88059325590942,93.49016319896074,81.27724632680267
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,Rp,0.2,284,1.0,82.65973270390958,-0.6983930968396814,0.4877529177133207,0.018256524495315563,-79.25335793679432,23.48481778562775,0.9878927797411383,0.8154766134891763,0.8340874028957888,123.88059325590942,93.49016319896074,81.27724632680267
chen2020,02,C0p5,chen2020/02/C0p5,Chen2020 C2,CC,A,brug_e,0.2,284,1.0,46.39545012819855,-0.7577720278084952,0.5742184461289989,0.011065843164907774,-46.250973291311944,3.658587460278541,0.9978487384984108,0.9525491326291201,0.9997124626990168,123.88059325590942,93.49016319896074,81.27724632680267
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,Dsn,0.2,135,0.9440559440559441,93.54141433116553,0.07458078944960554,0.0055622941549263935,0.5679499463563964,50.76170826546354,78.57000171214679,1.0765504337634166,1.7341570516653562,1.5930869130432783,48.04015878520048,35.982302601286655,31.82971497856547
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,Dsp,0.2,140,0.9790209790209791,102.33383040280796,0.5956205988816209,0.35476389781210066,0.400024461279885,96.46059718688812,34.16966542504588,1.0106549848987876,0.9548764872117965,1.0908609238724298,48.04015878520048,35.982302601286655,31.82971497856547
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,j0n,0.2,141,0.986013986013986,49.65602287507186,0.7573230305422208,0.5735381725896537,0.19184749938287005,49.636878202733094,1.378742200956876,1.0003275054999934,1.0367023903427681,1.0223782657492544,48.04015878520048,35.982302601286655,31.82971497856547
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,j0p,0.2,142,0.993006993006993,30.943058777980863,0.6597404583236739,0.4352574723491312,0.5317829644986163,30.443968164804264,5.535132240332023,1.0012839785503895,1.0883007488004475,1.1734822196801502,48.04015878520048,35.982302601286655,31.82971497856547
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,De,0.2,140,0.9790209790209791,91.50940138319415,0.6464002260033683,0.4178332521772056,0.26190565536430255,87.56995545372796,26.560750052335393,0.9958107367673092,0.8964736590665888,1.097573910819436,48.04015878520048,35.982302601286655,31.82971497856547
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,kappa_e,0.2,142,0.993006993006993,31.709076994253834,0.7571637722036308,0.5732969779376318,3.782221410508768e-06,31.70907696548511,0.0013507255505123233,1.0000218091910693,1.0000225080637777,0.9999982151834091,48.04015878520048,35.982302601286655,31.82971497856547
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,Rn,0.2,130,0.9090909090909091,179.51835310584573,-0.35911678540195535,0.12896486555743403,0.47741190596136684,-129.49352908942848,124.33127131096364,1.0723105507097719,1.2912178328856156,1.5937731132149902,48.04015878520048,35.982302601286655,31.82971497856547
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,Rp,0.2,136,0.951048951048951,226.27890346531413,-0.6431282035783622,0.4136138862379312,0.4673597950763786,-215.30159920167765,69.62301009483225,1.0062450836042334,0.868452071533447,1.114726050744569,48.04015878520048,35.982302601286655,31.82971497856547
chen2020,02,C1p5,chen2020/02/C1p5,Chen2020 1p5C,CC,A,brug_e,0.2,136,0.951048951048951,245.53166865697204,-0.7141168994663956,0.5099629461034982,0.2630385801729551,-238.81635204401235,57.03113456584451,0.9953118158806283,0.7946194617191482,1.085218204986775,48.04015878520048,35.982302601286655,31.82971497856547
