time_s,current_A,voltage_V,temperature_C,phase,window
1150.0,0.2,0.139779,25.00,discharge,
1160.0,0.2,0.138586,25.00,discharge,
1170.0,0.2,0.137281,25.00,discharge,
1180.0,0.2,0.136495,25.00,discharge,
1190.0,0.2,0.134600,25.00,discharge,
1200.0,0.2,0.134719,25.00,discharge,
1210.0,0.2,0.133418,25.00,discharge,
1220.0,0.2,0.132340,25.00,discharge,
1230.0,0.2,0.131663,25.00,discharge,
1240.0,0.2,0.130662,25.00,discharge,
1250.0,0.2,0.129827,25.00,discharge,
1260.0,0.2,0.128860,25.00,discharge,
1270.0,0.2,0.127527,25.00,discharge,
1280.0,0.2,0.125328,25.00,discharge,
1290.0,0.2,0.123548,25.00,discharge,
1300.0,0.2,0.122011,25.00,discharge,
1310.0,0.2,0.119554,25.00,discharge,
1320.0,0.2,0.116701,25.00,discharge,
1330.0,0.2,0.114157,25.00,discharge,
1340.0,0.2,0.111034,25.00,discharge,
1350.0,0.2,0.108978,25.00,discharge,
1360.0,0.2,0.106919,25.00,discharge,
1370.0,0.2,0.104933,25.00,discharge,
1380.0,0.2,0.104029,25.00,discharge,
1390.0,0.2,0.102705,25.00,discharge,
1400.0,0.2,0.101819,25.00,discharge,
1410.0,0.2,0.101505,25.00,discharge,
1420.0,0.2,0.100989,25.00,discharge,
1430.0,0.2,0.100983,25.00,discharge,
1440.0,0.2,0.099652,25.00,discharge,
1450.0,0.2,0.100103,25.00,discharge,
1460.0,0.2,0.100198,25.00,discharge,
1470.0,0.2,0.099995,25.00,discharge,
1480.0,0.2,0.099896,25.00,discharge,
1490.0,0.2,0.099824,25.00,discharge,
1500.0,0.2,0.099633,25.00,discharge,
1510.0,0.2,0.099924,25.00,discharge,
1520.0,0.2,0.100571,25.00,discharge,
1530.0,0.2,0.099965,25.00,discharge,
1540.0,0.2,0.100260,25.00,discharge,
1550.0,0.2,0.100035,25.00,discharge,
1560.0,0.2,0.099640,25.00,discharge,
1570.0,0.2,0.100289,25.00,discharge,
1580.0,0.2,0.099850,25.00,discharge,
1590.0,0.2,0.099702,25.00,discharge,
1600.0,0.2,0.099652,25.00,discharge,
1610.0,0.2,0.099504,25.00,discharge,
1620.0,0.2,0.100065,25.00,discharge,
1630.0,0.2,0.099591,25.00,discharge,
1640.0,0.2,0.099604,25.00,discharge,
1650.0,0.2,0.099451,25.00,discharge,
1660.0,0.2,0.099196,25.00,discharge,
1670.0,0.2,0.098002,25.00,discharge,
1680.0,0.2,0.098103,25.00,discharge,
1690.0,0.2,0.097169,25.00,discharge,
1700.0,0.2,0.095169,25.00,discharge,
1710.0,0.2,0.093376,25.00,discharge,
1720.0,0.2,0.089820,25.00,discharge,
1730.0,0.2,0.086552,25.00,discharge,
1740.0,0.2,0.082129,25.00,discharge,
1750.0,0.2,0.078352,25.00,discharge,
1760.0,0.2,0.073966,25.00,discharge,
1770.0,0.2,0.070338,25.00,discharge,
1780.0,0.2,0.067344,25.00,discharge,
1790.0,0.2,0.064622,25.00,discharge,
1800.0,0.2,0.063338,25.00,discharge,
1810.0,0.2,0.062142,25.00,discharge,
1820.0,0.2,0.060727,25.00,discharge,
1830.0,0.2,0.060523,25.00,discharge,
1840.0,0.2,0.059769,25.00,discharge,
1850.0,0.2,0.059560,25.00,discharge,
1860.0,0.2,0.058623,25.00,discharge,
1870.0,0.2,0.058794,25.00,discharge,
1880.0,0.2,0.059024,25.00,discharge,
1890.0,0.2,0.058827,25.00,discharge,
1900.0,0.2,0.058238,25.00,discharge,
1910.0,0.2,0.058358,25.00,discharge,
1920.0,0.2,0.058245,25.00,discharge,
1930.0,0.2,0.057724,25.00,discharge,
1940.0,0.2,0.057609,25.00,discharge,
1950.0,0.2,0.057227,25.00,discharge,
1960.0,0.2,0.057684,25.00,discharge,
1970.0,0.2,0.057439,25.00,discharge,
1980.0,0.2,0.056895,25.00,discharge,
1990.0,0.2,0.056353,25.00,discharge,
2000.0,0.2,0.056532,25.00,discharge,
2010.0,0.2,0.056378,25.00,discharge,
2020.0,0.2,0.056170,25.00,discharge,
2030.0,0.2,0.055387,25.00,discharge,
2040.0,0.2,0.055217,25.00,discharge,
2050.0,0.2,0.054948,25.00,discharge,
2060.0,0.2,0.055423,25.00,discharge,
2070.0,0.2,0.054190,25.00,discharge,
2080.0,0.2,0.054203,25.00,discharge,
2090.0,0.2,0.053691,25.00,discharge,
2100.0,0.2,0.053679,25.00,discharge,
2110.0,0.2,0.052965,25.00,discharge,
2120.0,0.2,0.052709,25.00,discharge,
2130.0,0.2,0.051872,25.00,discharge,
2140.0,0.2,0.050956,25.00,discharge,
2150.0,0.2,0.049997,25.00,discharge,
2160.0,0.2,0.049897,25.00,discharge,
2170.0,0.2,0.049361,25.00,discharge,
2180.0,0.2,0.047667,25.00,discharge,
2190.0,0.2,0.046816,25.00,discharge,
2200.0,0.2,0.045731,25.00,discharge,
2210.0,0.2,0.044423,25.00,discharge,
2220.0,0.2,0.042210,25.00,discharge,
2230.0,0.2,0.040437,25.00,discharge,
2240.0,0.2,0.038853,25.00,discharge,
2250.0,0.2,0.036192,25.00,discharge,
2260.0,0.2,0.033441,25.00,discharge,
2270.0,0.2,0.029778,25.00,discharge,
2280.0,0.2,0.024482,25.00,discharge,
2290.0,0.2,0.018919,25.00,discharge,
2300.0,0.2,0.010403,25.00,discharge,
