time_s,current_A,voltage_V,temperature_C,phase,window
3850.0,0,0.225327,25.00,rest,2
3860.0,0,0.225148,25.00,rest,2
3870.0,0,0.225346,25.00,rest,2
3880.0,0,0.225777,25.00,rest,2
3890.0,0,0.224986,25.00,rest,2
3900.0,0,0.225645,25.00,rest,2
3910.0,0,0.225659,25.00,rest,2
3920.0,0,0.225976,25.00,rest,2
3930.0,0,0.225979,25.00,rest,2
3940.0,0,0.225591,25.00,rest,2
3950.0,0,0.225589,25.00,rest,2
3960.0,0,0.225694,25.00,rest,2
3970.0,0,0.225311,25.00,rest,2
3980.0,0,0.225127,25.00,rest,2
3990.0,0,0.225715,25.00,rest,2
4000.0,0,0.225300,25.00,rest,2
4010.0,0,0.225169,25.00,rest,2
4020.0,0,0.225266,25.00,rest,2
4030.0,0,0.225290,25.00,rest,2
4040.0,0,0.225094,25.00,rest,2
4050.0,0,0.225463,25.00,rest,2
4060.0,0,0.225367,25.00,rest,2
4070.0,0,0.225566,25.00,rest,2
4080.0,0,0.225410,25.00,rest,2
4090.0,0,0.225676,25.00,rest,2
4100.0,0,0.225350,25.00,rest,2
4110.0,0,0.226040,25.00,rest,2
4120.0,0,0.225476,25.00,rest,2
4130.0,0,0.225538,25.00,rest,2
4140.0,0,0.225398,25.00,rest,2
4150.0,0,0.225565,25.00,rest,2
4160.0,0,0.226148,25.00,rest,2
4170.0,0,0.225650,25.00,rest,2
4180.0,0,0.225877,25.00,rest,2
4190.0,0,0.225610,25.00,rest,2
4200.0,0,0.225681,25.00,rest,2
4210.0,0.1,0.204001,25.00,pulse,2
4220.0,0.1,0.200218,25.00,pulse,2
4230.0,0.1,0.197759,25.00,pulse,2
4240.0,0.1,0.195844,25.00,pulse,2
4250.0,0.1,0.194725,25.00,pulse,2
4260.0,0.1,0.193127,25.00,pulse,2
4270.0,0.1,0.192489,25.00,pulse,2
4280.0,0.1,0.191358,25.00,pulse,2
4290.0,0.1,0.190892,25.00,pulse,2
4300.0,0.1,0.189144,25.00,pulse,2
4310.0,0.1,0.189206,25.00,pulse,2
4320.0,0.1,0.187550,25.00,pulse,2
4330.0,0.1,0.187389,25.00,pulse,2
4340.0,0.1,0.186929,25.00,pulse,2
4350.0,0.1,0.185703,25.00,pulse,2
4360.0,0.1,0.185640,25.00,pulse,2
4370.0,0.1,0.185047,25.00,pulse,2
4380.0,0.1,0.183599,25.00,pulse,2
4390.0,0.1,0.183622,25.00,pulse,2
4400.0,0.1,0.183006,25.00,pulse,2
4410.0,0.1,0.182718,25.00,pulse,2
4420.0,0.1,0.182305,25.00,pulse,2
4430.0,0.1,0.181601,25.00,pulse,2
4440.0,0.1,0.181392,25.00,pulse,2
4450.0,0.1,0.180568,25.00,pulse,2
4460.0,0.1,0.180746,25.00,pulse,2
4470.0,0.1,0.179736,25.00,pulse,2
4480.0,0.1,0.179586,25.00,pulse,2
4490.0,0.1,0.178834,25.00,pulse,2
4500.0,0.1,0.178222,25.00,pulse,2
4510.0,0.1,0.178213,25.00,pulse,2
4520.0,0.1,0.177266,25.00,pulse,2
4530.0,0.1,0.177111,25.00,pulse,2
4540.0,0.1,0.175858,25.00,pulse,2
4550.0,0.1,0.175475,25.00,pulse,2
4560.0,0.1,0.175195,25.00,pulse,2
4570.0,0.1,0.174416,25.00,pulse,2
4580.0,0.1,0.173828,25.00,pulse,2
4590.0,0.1,0.173180,25.00,pulse,2
4600.0,0.1,0.172612,25.00,pulse,2
4610.0,0.1,0.172301,25.00,pulse,2
4620.0,0.1,0.171636,25.00,pulse,2
4630.0,0.1,0.170723,25.00,pulse,2
4640.0,0.1,0.170264,25.00,pulse,2
4650.0,0.1,0.169416,25.00,pulse,2
4660.0,0.1,0.168870,25.00,pulse,2
4670.0,0.1,0.167686,25.00,pulse,2
4680.0,0.1,0.166929,25.00,pulse,2
4690.0,0.1,0.166780,25.00,pulse,2
4700.0,0.1,0.165770,25.00,pulse,2
4710.0,0.1,0.164984,25.00,pulse,2
4720.0,0.1,0.163797,25.00,pulse,2
4730.0,0.1,0.163909,25.00,pulse,2
4740.0,0.1,0.162820,25.00,pulse,2
4750.0,0.1,0.161573,25.00,pulse,2
4760.0,0.1,0.162009,25.00,pulse,2
4770.0,0.1,0.160979,25.00,pulse,2
4780.0,0.1,0.159803,25.00,pulse,2
4790.0,0.1,0.159350,25.00,pulse,2
4800.0,0.1,0.158386,25.00,pulse,2
4810.0,0,0.173902,25.00,rest,2
4820.0,0,0.176191,25.00,rest,2
4830.0,0,0.177499,25.00,rest,2
4840.0,0,0.178875,25.00,rest,2
4850.0,0,0.179140,25.00,rest,2
4860.0,0,0.180306,25.00,rest,2
4870.0,0,0.180442,25.00,rest,2
4880.0,0,0.181408,25.00,rest,2
4890.0,0,0.181576,25.00,rest,2
4900.0,0,0.182213,25.00,rest,2
4910.0,0,0.182329,25.00,rest,2
4920.0,0,0.182809,25.00,rest,2
4930.0,0,0.183188,25.00,rest,2
4940.0,0,0.183165,25.00,rest,2
4950.0,0,0.183805,25.00,rest,2
4960.0,0,0.184050,25.00,rest,2
4970.0,0,0.183916,25.00,rest,2
4980.0,0,0.184305,25.00,rest,2
4990.0,0,0.184515,25.00,rest,2
5000.0,0,0.184750,25.00,rest,2
5010.0,0,0.183998,25.00,rest,2
5020.0,0,0.184142,25.00,rest,2
5030.0,0,0.184744,25.00,rest,2
5040.0,0,0.184825,25.00,rest,2
5050.0,0,0.184803,25.00,rest,2
5060.0,0,0.185028,25.00,rest,2
5070.0,0,0.185065,25.00,rest,2
5080.0,0,0.184808,25.00,rest,2
5090.0,0,0.185085,25.00,rest,2
5100.0,0,0.185398,25.00,rest,2
5110.0,0,0.185555,25.00,rest,2
5120.0,0,0.185040,25.00,rest,2
5130.0,0,0.185877,25.00,rest,2
5140.0,0,0.185525,25.00,rest,2
5150.0,0,0.185750,25.00,rest,2
5160.0,0,0.185779,25.00,rest,2
5170.0,0,0.185797,25.00,rest,2
5180.0,0,0.185491,25.00,rest,2
5190.0,0,0.185673,25.00,rest,2
5200.0,0,0.185655,25.00,rest,2
5210.0,0,0.185546,25.00,rest,2
5220.0,0,0.186555,25.00,rest,2
5230.0,0,0.186055,25.00,rest,2
5240.0,0,0.185929,25.00,rest,2
5250.0,0,0.186854,25.00,rest,2
5260.0,0,0.185764,25.00,rest,2
5270.0,0,0.186149,25.00,rest,2
5280.0,0,0.185949,25.00,rest,2
5290.0,0,0.185929,25.00,rest,2
5300.0,0,0.186320,25.00,rest,2
5310.0,0,0.186470,25.00,rest,2
5320.0,0,0.186112,25.00,rest,2
5330.0,0,0.186597,25.00,rest,2
5340.0,0,0.186153,25.00,rest,2
5350.0,0,0.186639,25.00,rest,2
5360.0,0,0.186611,25.00,rest,2
5370.0,0,0.186301,25.00,rest,2
5380.0,0,0.186025,25.00,rest,2
5390.0,0,0.186043,25.00,rest,2
5400.0,0,0.186312,25.00,rest,2
5410.0,0,0.186536,25.00,rest,
5420.0,0,0.185978,25.00,rest,
5430.0,0,0.186297,25.00,rest,
5440.0,0,0.186295,25.00,rest,
5450.0,0,0.186181,25.00,rest,
5460.0,0,0.186437,25.00,rest,
5470.0,0,0.187167,25.00,rest,
5480.0,0,0.186627,25.00,rest,
5490.0,0,0.186224,25.00,rest,
5500.0,0,0.186430,25.00,rest,
5510.0,0,0.186831,25.00,rest,
5520.0,0,0.186617,25.00,rest,
5530.0,0,0.186718,25.00,rest,
5540.0,0,0.186205,25.00,rest,
5550.0,0,0.186137,25.00,rest,
5560.0,0,0.187069,25.00,rest,
5570.0,0,0.186747,25.00,rest,
5580.0,0,0.186351,25.00,rest,
5590.0,0,0.186405,25.00,rest,
5600.0,0,0.186417,25.00,rest,
5610.0,0,0.186713,25.00,rest,
5620.0,0,0.186581,25.00,rest,
5630.0,0,0.186379,25.00,rest,
5640.0,0,0.186682,25.00,rest,
5650.0,0,0.186409,25.00,rest,
5660.0,0,0.186121,25.00,rest,
5670.0,0,0.186541,25.00,rest,
5680.0,0,0.186072,25.00,rest,
5690.0,0,0.186725,25.00,rest,
5700.0,0,0.186914,25.00,rest,
5710.0,0,0.186725,25.00,rest,
5720.0,0,0.186841,25.00,rest,
5730.0,0,0.186577,25.00,rest,
5740.0,0,0.186388,25.00,rest,
5750.0,0,0.186039,25.00,rest,
5760.0,0,0.186618,25.00,rest,
5770.0,0,0.186879,25.00,rest,
5780.0,0,0.186278,25.00,rest,
5790.0,0,0.186681,25.00,rest,
5800.0,0,0.186040,25.00,rest,
5810.0,0,0.186232,25.00,rest,
5820.0,0,0.186147,25.00,rest,
5830.0,0,0.186561,25.00,rest,
5840.0,0,0.186235,25.00,rest,
5850.0,0,0.186137,25.00,rest,
5860.0,0,0.186267,25.00,rest,
5870.0,0,0.186769,25.00,rest,
5880.0,0,0.186308,25.00,rest,
5890.0,0,0.186490,25.00,rest,
5900.0,0,0.187214,25.00,rest,
5910.0,0,0.186577,25.00,rest,
5920.0,0,0.186835,25.00,rest,
5930.0,0,0.186415,25.00,rest,
5940.0,0,0.186818,25.00,rest,
5950.0,0,0.186342,25.00,rest,
5960.0,0,0.186833,25.00,rest,
5970.0,0,0.186501,25.00,rest,
5980.0,0,0.186055,25.00,rest,
5990.0,0,0.186744,25.00,rest,
6000.0,0,0.186812,25.00,rest,3
6010.0,0,0.186328,25.00,rest,3
6020.0,0,0.186355,25.00,rest,3
6030.0,0,0.186626,25.00,rest,3
6040.0,0,0.186095,25.00,rest,3
6050.0,0,0.186638,25.00,rest,3
6060.0,0,0.186508,25.00,rest,3
6070.0,0,0.186011,25.00,rest,3
6080.0,0,0.186312,25.00,rest,3
6090.0,0,0.186679,25.00,rest,3
6100.0,0,0.186414,25.00,rest,3
6110.0,0,0.187247,25.00,rest,3
6120.0,0,0.186620,25.00,rest,3
6130.0,0,0.186292,25.00,rest,3
6140.0,0,0.186312,25.00,rest,3
6150.0,0,0.186883,25.00,rest,3
6160.0,0,0.186620,25.00,rest,3
6170.0,0,0.187071,25.00,rest,3
6180.0,0,0.186792,25.00,rest,3
6190.0,0,0.186278,25.00,rest,3
6200.0,0,0.186029,25.00,rest,3
6210.0,0,0.186653,25.00,rest,3
6220.0,0,0.186536,25.00,rest,3
6230.0,0,0.186966,25.00,rest,3
6240.0,0,0.186370,25.00,rest,3
6250.0,0,0.186140,25.00,rest,3
6260.0,0,0.186531,25.00,rest,3
6270.0,0,0.186109,25.00,rest,3
6280.0,0,0.187109,25.00,rest,3
6290.0,0,0.186182,25.00,rest,3
6300.0,0,0.187384,25.00,rest,3
6310.0,0,0.186416,25.00,rest,3
6320.0,0,0.187019,25.00,rest,3
6330.0,0,0.186809,25.00,rest,3
6340.0,0,0.186622,25.00,rest,3
6350.0,0,0.187147,25.00,rest,3
6360.0,0,0.186277,25.00,rest,3
6370.0,0,0.186237,25.00,rest,3
6380.0,0,0.186429,25.00,rest,3
6390.0,0,0.187071,25.00,rest,3
6400.0,0,0.186782,25.00,rest,3
6410.0,0,0.186138,25.00,rest,3
6420.0,0,0.186572,25.00,rest,3
6430.0,0,0.186333,25.00,rest,3
6440.0,0,0.186549,25.00,rest,3
6450.0,0,0.186299,25.00,rest,3
6460.0,0,0.186906,25.00,rest,3
6470.0,0,0.186902,25.00,rest,3
6480.0,0,0.186693,25.00,rest,3
6490.0,0,0.186798,25.00,rest,3
6500.0,0,0.186136,25.00,rest,3
6510.0,0,0.187163,25.00,rest,3
6520.0,0,0.186288,25.00,rest,3
6530.0,0,0.186947,25.00,rest,3
6540.0,0,0.187109,25.00,rest,3
6550.0,0,0.186729,25.00,rest,3
6560.0,0,0.186775,25.00,rest,3
6570.0,0,0.186637,25.00,rest,3
6580.0,0,0.187073,25.00,rest,3
6590.0,0,0.186472,25.00,rest,3
6600.0,0,0.187153,25.00,rest,3
6610.0,0.1,0.170193,25.00,pulse,3
